USAF	WBAN	ICAO	STATION
723865	23112	KLSV	NELLIS AFB AIRPORT
723870	3160	KDRA	DESERT ROCK AIRPORT
723890	93193	KFAT	FRESNO YOSEMITE INTERNATIONAL AIRPORT
723894	3181	KMMH	MAMMOTH YOSEMITE AIRPORT
723896	93144	KVIS	VISALIA MUNICIPAL AIRPORT
723898	53119	KHJO	HANFORD MUNICIPAL AIRPORT
723925	23190	KSBA	SANTA BARBARA MUNICIPAL AIRPORT
723926	23136	KCMA	CAMARILLO AIRPORT
723927	93110	KOXR	OXNARD AIRPORT
723990	14711	KMDT	HARRISBURG INTERNATIONAL AIRPORT
724007	3719	KSFQ	SUFFOLK MUNICIPAL AIRPORT
724008	93781	KRZZ	HALIFAX COUNTY AIRPORT
724010	13740	KRIC	RICHMOND INTERNATIONAL AIRPORT
724014	93714	KPTB	DINWIDDIE COUNTY AIRPORT
724017	3707	KFVX	FARMVILLE REGIONAL AIRPORT
724020	93739	KWAL	WALLOPS FLIGHT FACILITY AIRPORT
724026	3716	KMFV	ACCOMACK COUNTY AIRPORT
724033	3706	KEZF	SHANNON AIRPORT
724037	93728	KDAA	DAVISON AAF AIRPORT
724040	13721	KNHK	NAVAL AIR STATION
724043	3756	KESN	EASTON/NEWNAM FIELD AIRPORT
724055	3714	KJYO	LESSBURG EXECUTIVE AIRPORT
724056	63805	KMKJ	MOUNTIAN EMPIRE AIRPORT
724057	13701	KAPG	PHILLIPS ARMY AIRFIELD
724058	53818	KVJI	VIRGINIA HIGHLANDS AIRPORT
724060	93721	KBWI	BALTIMORE-WASHINGTON INTL AIRPORT
724065	93733	KFME	TIPTON AIRPORT
724067	93744	KMTN	MARTIN STATE AIRPORT
724070	93730	KACY	ATLANTIC CITY INTERNATIONAL AIRPORT
724077	54779	K12N	AEROFLEX-ANDOVER AIRPORT
724080	13739	KPHL	PHILADELPHIA INTERNATIONAL AIRPORT
724084	54760	KBLM	MONMOUTH EXECUTIVE AIRPORT
724085	94732	KPNE	NE PHILADELPHIA AIRPORT
724088	13707	KDOV	DOVER AFB AIRPORT
724093	13764	KGED	SUSSEX COUNTY AIRPORT
724094	54743	KCDW	ESSEX COUNTY AIRPORT
724095	14792	KTTN	TRENTON MERCER AIRPORT
724096	14706	KWRI	MCGUIRE AFB AIRPORT
724097	54738	KMMU	MORRISTOWN MUNICIPAL AIRPORT
724106	13728	KDAN	DANVILLE REGIONAL AIRPORT
724107	53895	KHLX	TWIN COUNTY AIRPORT
724113	53881	KBCB	VIRGINIA TECH AIRPORT
724115	93757	KHSP	INGALLS FIELD AIRPORT
724116	13868	KPSK	NEW RIVER VALLEY AIRPORT
724117	63802	KLNP	LONESOME PINE AIRPORT
724120	3872	KBKW	RALEIGH COUNTY MEMORIAL AIRPORT
724125	3859	KBLF	MERCER COUNTY AIRPORT
724140	13866	KCRW	YEAGER AIRPORT
724170	13729	KEKN	ELKINS-RAND CO-J.RAND FIELD AIRPORT
724180	13781	KILG	NEW CASTLE COUNTY AIRPORT
724190	3889	KJKL	JULIAN CARROLL AIRPORT
724200	14891	KMFD	MANSFIELD LAHM REGIONAL AIRPORT
724220	93820	KLEX	BLUE GRASS AIRPORT
724233	53841	KFFT	CAPITAL CITY AIRPORT
724235	13810	KLOU	BOWMAN FIELD AIRPORT
724237	53803	KOWB	OWENSBORO-DAVIESS COUNTY AIRPORT
724240	13807	KFTK	GODMAN AAF AIRPORT
724250	3860	KHTS	TRI-STATE/M.J.FERGUSON FIELD AIRPORT
724273	3804	KPKB	MID-OHIO VALLEY REGIONAL AIRPORT
724280	14821	KCMH	PORT COLUMBUS INTERNATIONAL AIRPORT
724284	63825	KTZR	BOLTON FIELD AIRPORT
724285	13812	KLCK	RICKENBACKER INTL AIRPORT
724287	4848	KTDZ	METCALF FIELD AIRPORT
724290	93815	KDAY	J.M.COX DAYTON INTERNATIONAL AIRPORT
724294	53844	KLHQ	FAIRFIELD COUNTY AIRPORT
724295	63888	KSGH	SPRINGFIELD-BECKLEY MUNICIPAL AIRPORT
724296	13841	KILN	AIRBORNE AIRPARK AIRPORT
724296	99999	KILN	AIRBORNE AIRPARK
724298	4850	KAOH	LIMA ALLEN COUNTY AIRPORT
724303	14813	KAKR	AKRON FULTON INTL AIRPORT
724320	93817	KEVV	EVANSVILLE REGIONAL AIRPORT
724330	3879	KSLO	SALEM-LECKRONE AIRPORT
724335	93894	KMVN	MOUNT VERNON AIRPORT
724336	93810	KMDH	SOUTHERN ILLINOIS AIRPORT
724338	13802	KBLV	SCOTT AIR FORCE BASE/MIDAMERICA AIRPORT
724345	3966	KSUS	SPIRIT OF ST LOUIS AIRPORT
724350	3816	KPAH	BARKLEY REGIONAL AIRPORT
724354	63815	KSME	SOMERSET-PULASKI CO-J.T. WILSON FIELD AIRPORT
724363	13803	KBAK	COLUMBUS MUNICIPAL AIRPORT
724365	53896	KHNB	HUNTINGBURG AIRPORT
724375	3893	KBMG	MONROE COUNTY AIRPORT
724380	93819	KIND	INDIANAPOLIS INTERNATIONAL AIRPORT
724384	53842	KEYE	EAGLE CREEK AIRPARK ARPT
724384	99999	KEYE	EAGLE CREEK AIRPARK
724386	14835	KLAF	PURDUE UNIVERSITY AIRPORT
724387	54807	KOKK	KOKOMO MUNICIPAL AIRPORT
724388	14829	KGSH	GOSHEN MUNICIPAL AIRPORT
724390	93822	KSPI	ABRAHAM LINCOLN CAPITAL AIRPORT
724395	3958	KALN	ST LOUIS REGIONAL AIRPORT
724397	54831	KBMI	CENTRAL ILLINOIS REGIONAL AIRPORT
724400	13995	KSGF	SPRINGFIELD-BRANSON REGIONAL AIRPORT
724420	13997	KVIH	ROLLA NATIONAL AIRPORT
724450	3945	KCOU	COLUMBIA REGIONAL AIRPORT
724453	3994	KDMO	SEDALIA MEMORIAL AIRPORT
724456	13997	KVIH	ROLLA/VICHY AIRPORT
724457	3938	KTBN	WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD
724460	3947	KMCI	KANSAS CITY INTERNATIONAL AIRPORT
724467	13930	KSZL	WHITEMAN AFB AIRPORT
724475	93909	KIXD	NEW CENTURY AIRCENTER ARPT
724490	13993	KSTJ	ROSECRANS MEMORIAL AIRPORT
724500	3928	KICT	WICHITA MID-CONTINENT AIRPORT
724502	13932	KWLD	STROTHER FIELD AIRPORT
724505	3923	KIAB	MCCONNELL AFB AIRPORT
724508	3997	KLWC	LAWRENCE MUNICIPAL AIRPORT
724509	53939	KEWK	NEWTON-CITY-COUNTY AIRPORT
724510	13985	KDDC	DODGE CITY REGIONAL AIRPORT
724516	23020	KLBL	LIBERAL MUNICIPAL AIRPORT
724518	3968	KHYS	HAYS REGIONAL AIRPORT
724550	13947	KFRI	MARSHALL ARMY AIRFIELD
724555	3936	KMHK	MANHATTAN REGIONAL AIRPORT
724556	13989	KEMP	EMPORIA MUNICIPAL AIRPORT
724560	13996	KTOP	PHILIP BILLARD MUNICIPAL AIRPORT
724565	13920	KFOE	FORBES FIELD AIRPORT
724580	13984	KCNK	BLOSSER MUNICIPAL AIRPORT
724585	93997	KRSL	RUSSELL MUNICIPAL AIRPORT
724586	3919	KSLN	SALINA MUNICIPAL AIRPORT
724604	93076	KEHA	ELKHART-MORTON CO AIRPORT
724620	23061	KALS	SAN LUIS VALLEY REGIONAL AIRPORT
724625	93005	KDRO	DURA-LA PLATA CO AIRPORT
724627	3011	KTEX	TELLURIDE REGIONAL AIRPORT
724635	23067	KLHX	LA JUNTA MUNICIPAL AIRPORT
724636	3013	KLAA	LAMAR MUNICIPAL AIRPORT
724640	93058	KPUB	PUEBLO MEMORIAL AIRPORT
724645	23070	KTAD	PERRY STOKES AIRPORT
724650	23065	KGLD	RENNER FIELD/GOODLAND MINI AIRPORT
724665	93010	KLIC	LIMON MUNICIPAL AIRPORT
724666	93067	KAPA	CENTENNIAL AIRPORT
724674	94050	KEEO	MEEKER AIRPORT
724675	23063	KEGE	EAGLE CO REGIONAL AIRPORT
724678	94033	KSBS	STEAMBOAT SPRINGS/BOB ADAMS FIELD AIRPORT
724680	94015	KFCS	BUTTS AAF AIRPORT
724689	3026	KITR	KIT CARSON COUNTY AIRPORT
724694	450	KFTG	FRONT RANGE AIRPORT
724695	23036	KBKF	BUCKLEY AIR FORCE BASE
724700	93141	KPUC	CARBON COUNTY AIRPORT
724737	377	KINF	INVERNESS AIRPORT
724737	99999	KINF	INVERNESS MUNI AIRPORT
724756	23159	KBCE	BRYCE CANYON AIRPORT
724760	23066	KGJT	GRAND JUNCTION REGIONAL AIRPORT
724765	93013	KMTJ	MONTROSE REGIONAL AIRPORT
724767	93069	KCEZ	CORTEZ MUNICIPAL AIRPORT
724776	93075	KCNY	CANYONLANDS FIELD AIRPORT
724796	94128	KLGU	LOGAN-CACHE AIRPORT
724800	23157	KBIH	BISHOP AIRPORT
724828	93241	KVCB	NUT TREE AIRPORT
724830	23232	KSAC	SACRAMENTO EXECUTIVE AIRPORT
724833	23206	KMHR	SACRAMENTO MATHER AIRPORT
724837	93216	KBAB	BEALE AIR FORCE BASE
724838	93205	KMYV	YUBA COUNTRY AIRPORT
724839	93225	KSMF	SACRAMENTO INTL AIRPORT
724846	53123	KVGT	NORTH LAS VEGAS AIRPORT
724855	23153	KTPH	TONOPAH AIRPORT
724860	23154	KELY	ELY AIRPORT/YELLAND FIELD/AIRPORT
724880	23185	KRNO	RENO/TAHOE INTERNATIONAL AIRPORT
724915	23259	KMRY	MONTEREY PENINSULA AIRPORT
724920	23237	KSCK	STOCKTON METROPOLITAN AIRPORT
724930	23230	KOAK	METRO OAKLAND INTL AIRPORT
724935	93228	KHWD	HAYWARD AIR TERM
724937	23289	KPAO	PALO ALTO AIRPORT OF SANTA CLARA COUNTY
724938	93231	KSQL	SAN CARLOS AIRPORT
724940	23234	KSFO	SAN FRANCISCO INTERNATIONAL AIRPORT
724946	93232	KRHV	REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY
724950	23254	KCCR	BUCHANAN FIELD AIRPORT
724955	93227	KAPC	NAPA COUNTY AIRPORT
724957	23213	KSTS	SONOMA COUNTY AIRPORT
724973	93203	KCIC	CHICO MUNICIPAL AIRPORT
724975	93809	KCIR	CAIRO REGIONAL AIRPORT
725014	54780	KMTP	MONTAUK AIRPORT
725015	4789	KMGJ	ORANGE COUNTY AIRPORT
725016	54790	KHWV	BROOKHAVEN AIRPORT
725023	474	KRNV	CLEVELAND MUNICIPAL AIRPORT
725025	94741	KTEB	TETERBORO AIRPORT
725029	64707	KOXC	WATERBURY-OXFORD AIRPORT
725030	14732	KLGA	LA GUARDIA AIRPORT
725036	14757	KPOU	DUTCHESS COUNTY AIRPORT
725037	94745	KHPN	WESTCHESTER COUNTY AIRPORT
725038	14714	KSWF	STEWART INTERNATIONAL AIRPORT
725040	94702	KBDR	IGOR I SIKORSKY MEMORIAL AIRPORT
725045	14758	KHVN	TWEED-NEW HAVEN AIRPORT
725046	14707	KGON	GROTON-NEW LONDON AIRPORT
725050	4781	KISP	LONG ISLAND MAC ARTHUR AIRPORT
725058	94793	KBID	BLOCK ISLAND STATE AIRPORT
725060	14756	KACK	NANTUCKET MEMORIAL AIRPORT
725061	14704	KFMH	OTIS ANGB AIRPORT
725064	54769	KPYM	PLYMOUTH MUNICIPAL AIRPORT
725065	94726	KEWB	NEW BEDFORD RGNL AIRPORT
725066	94724	KMVY	MARTHAS VINEYARD AIRPORT
725068	54777	KTAN	TAUNTON MUNICIPAL AIRPORT
725069	94624	KCQX	CHATHAM MUNICIPAL AIRPORT
725070	14765	KPVD	THEODORE F GREEN STATE AIRPORT
725073	64708	KPVC	PROVINCETOWN MUNI AIRPORT
725074	54752	KOQU	QUONSET STATE AIRPORT
725075	54768	KAQW	HARRIMAN-AND-WEST AIRPORT
725079	14787	KUUU	NEWPORT STATE AIRPORT
725080	14740	KBDL	BRADLEY INTERNATIONAL AIRPORT
725084	54767	KIJD	WINDHAM AIRPORT
725084	99999	KIJD	WINDHAM AIRPORT
725085	54756	KORE	ORANGE MUNICIPAL AIRPORT
725086	54734	KDXR	DANBURY MUNICIPAL AIRPORT
725087	14752	KHFD	HARTFORD-BRAINARD AIRPORT
725088	54733	KBVY	BEVERLY MUNICIPAL AIRPORT
725090	14739	KBOS	GEN E L LOGAN INTERNATIONAL AIRPORT
725097	14790	KNZW	NAVAL AIR STATION
725098	54704	KOWD	NORWOOD MEMORIAL AIRPORT
725100	94746	KORH	WORCESTER REGIONAL AIRPORT
725104	4843	KGKJ	PORT MEADVILLE AIRPORT
725105	14770	KSEG	PENN VALLEY AIRPORT
725109	54782	KPTW	POTTSTOWN LIMERICK AIRPORT
725113	54786	KDYL	DOYLESTOWN AIRPORT
725114	93778	KTHV	YORK AIRPORT
725116	54737	KLNS	LANCASTER AIRPORT
725117	4827	KAFJ	WASHINGTON COUNTY AIRPORT
725118	14751	KCXY	CAPITAL CITY AIRPORT
725120	14761	KPSB	PHILIPSBURG AIRPORT
725128	54739	KUNV	UNIVERSITY PARK AIRPORT
725130	14777	KAVP	WILKES-BARRE/SCRANTON INTL AIRPORT
725140	14778	KIPT	WILLIAMSPORT REGIONAL AIRPORT
725144	54723	KMUI	MUIR ARMY AIRFIELD (FORT INDIANTOWN GAP)
725146	54773	KFZY	OSWEGO COUNTY AIRPORT
725155	94761	KITH	ITHACA TOMPKINS REGIONAL AIRPORT
725165	94737	KRUT	RUTLAND STATE AIRPORT
725170	14737	KABE	LEHIGH VALLEY INTERNATIONAL AIRPORT
725180	14735	KALB	ALBANY INTERNATIONAL AIRPORT
725187	94733	KPLB	CLINTON COUNTY AIRPORT
725194	54778	KPEO	PENN YAN AIRPORT
725196	14717	KRME	GRIFFISS AIRPARK
725196	64775	KRME	GRIFFIS AIRFIELD
725197	94794	KUCA	ONEIDA COUNTY AIRPORT
725200	94823	KPIT	PITTSBURGH INTERNATIONAL AIRPORT
725204	4813	KBVI	BEAVER COUNTY AIRPORT
725205	14762	KAGC	ALLEGHENY COUNTY AIRPORT
725208	4855	KMNN	MARION MUNICIPAL AIRPORT
725210	14895	KCAK	AKRON-CANTON REGIONAL AIRPORT
725214	4849	KLPR	LORAIN COUNTY RGNL AIRPORT
725216	4842	KBJJ	WAYNE COUNTY AIRPORT
725220	14750	KGFL	FLOYD BENNETT MEMO AIRPORT
725224	4852	KPHD	HARRY CLEVER FIELD AIRPORT
725229	4858	KVTA	NEWARK-HEATH AIRPORT
725247	4805	KCGF	CUYAHOGA COUNTY AIRPORT
725250	14852	KYNG	YOUNGSTOWN-WARREN REGIONAL AIRPORT
725253	380	KPOV	PORTAGE COUNTY AIRPORT
725253	99999	KPOV	RAVENNA/PORTAGE COUNTY AIRPORT
725254	4851	KDFI	DEFIANCE MEMORIAL AIRPORT
725256	4857	KHZY	ASHTABULA COUNTY AIRPORT
725260	14860	KERI	ERIE INTL/T. RIDGE FIELD AIRPORT
725266	4751	KBFD	BRADFORD REGIONAL AIRPORT
725267	94868	KFKL	VENANGO REGIONAL AIRPORT
725283	465	KOLE	CATTARAUGUS COUNTY OLEAN AIRPORT
725287	4724	KIAG	NIAGARA FALLS INTL AIRPORT
725291	99999	KRJD	RIDGELY AIRPARK
725292	14976	KGGI	GRINNELL REGIONAL AIRPORT
725294	383	KAFP	ANSON COUNTY AIRPORT JEFF CLOUD FIELD
725300	94846	KORD	CHICAGO O'HARE INTERNATIONAL AIRPORT
725305	94892	KDPA	DUPAGE AIRPORT
725314	3960	KCPS	ST LOUIS DOWNTOWN AIRPORT
725316	3887	KDEC	DECATUR AIRPORT
725317	53802	KMTO	COLES COUNTY MEMO AIRPORT
725320	14842	KPIA	GREATER PEORIA REGIONAL AIRPORT
725327	4846	KVPZ	PORTER COUNTY MUNICIPAL AIRPORT
725330	14827	KFWA	FORT WAYNE INTERNATIONAL AIRPORT
725335	94833	KGUS	GRISSOM AFB AIRPORT
725337	4807	KGYY	GARY/CHICAGO AIRPORT
725345	14834	KJOT	JOLIET REGIONAL AIRPORT
725347	14880	KUGN	WAUKEGAN REGIONAL AIRPORT
725348	4831	KLOT	LEWIS UNIVERSITY AIRPORT
725350	14848	KSBN	SOUTH BEND REGIONAL AIRPORT
725354	4806	KEKM	ELKHART MUNICIPAL AIRPORT
725360	94830	KTOL	TOLEDO EXPRESS AIRPORT
725366	14825	KFDY	FINDLAY AIRPORT
725370	94847	KDTW	DETROIT METRO WAYNE COUNTY AIRPORT
725373	54819	KONZ	GROSSE ILE MUNICIPAL AIRPORT
725375	14822	KDET	DETROIT CITY AIRPORT
725376	14853	KYIP	WILLOW RUN AIRPORT
725377	14804	KMTC	SELFRIDGE AIR NATIONAL GUARD BASE
725378	4887	KOZW	LIVINGSTON COUNTY AIRPORT
725383	54827	KIRS	KIRSCH MUNICIPAL AIRPORT
725390	14836	KLAN	CAPITAL CITY AIRPORT
725394	4839	KBIV	TULIP CITY AIRPORT
725396	14815	KBTL	W K KELLOGG AIRPORT
725405	54816	KAMN	GRATIOT COMMUNITY AIRPORT
725406	54817	KBAX	HURON COUNTY MEMORIAL AIRPORT
725407	4854	KGLR	OTSEGO COUNTY AIRPORT
725408	4881	KISQ	SCHOOLCRAFT COUNTY AIRPORT
725414	4886	KOEB	BRANCH COUNTY MEMO AIRPORT
725415	54821	KRMY	BROOKS FIELD AIRPORT
725417	54822	KTEW	MASON JEWETT FIELD AIRPORT
725418	54823	KTTF	CUSTER AIRPORT
725420	14931	KBRL	SE IOWA REGIONAL AIRPORT
725430	94822	KRFD	GREATER ROCKFORD AIRPORT
725434	54789	KMPO	POCONO MTNS MUNI AIRPORT
725440	14923	KMLI	QUAD CITY INTERNATIONAL AIRPORT
725450	14990	KCID	THE EASTERN IOWA AIRPORT
725453	14930	KAIO	ATLANTIC MUNICIPAL AIRPORT
725456	4921	KEOK	KEOKUK MUNICIPAL AIRPORT
725457	4904	KAXA	ALGONA MUNICIPAL AIRPORT
725458	4907	KCAV	CLARION MUNICIPAL AIRPORT
725460	14933	KDSM	DES MOINES INTERNATIONAL AIRPORT
725464	4977	KTNU	NEWTON MUNICIPAL AIRPORT
725465	14950	KOTM	OTTUMWA INDUSTRIAL AIRPORT
725466	4938	KIKV	ANKENY REGIONAL AIRPORT
725468	4910	KCIN	ARTHUR N. NEU AIRPORT
725469	4913	KCNC	CHARITON MUNICIPAL AIRPORT
725470	94908	KDBQ	DUBUQUE REGIONAL AIRPORT
725472	94989	KAMW	AMES MUNICIPAL AIRPORT
725473	94979	KCWI	CLINTON MUNICIPAL AIRPORT
725474	4915	KCSQ	CRESTON MUNICIPAL AIRPORT
725476	4916	KDEH	DECORAH MUNICIPAL AIRPORT
725477	4917	KDNS	DENISON MUNICIPAL AIRPORT
725478	4920	KEBS	WEBSTER CITY MUNI AIRPORT
725479	4937	KICL	SCHENCK FIELD AIRPORT
725480	94910	KALO	WATERLOO MUNICIPAL AIRPORT
725484	4942	KLRJ	LE MARS MUNICIPAL AIRPORT
725486	4906	KBNW	BOONE MUNICIPAL AIRPORT
725488	4955	KOLZ	OELWEIN MUNICIPAL AIRPORT
725494	4966	KRDK	RED OAK MUNICIPAL AIRPORT
725495	4975	KSHL	SHELDON MUNICIPAL AIRPORT
725498	94998	KADU	AUDUBON COUNTY AIRPORT
725499	94991	KLWD	LAMONI MUNICIPAL AIRPORT
725499	99999	KLWD	LAMONI MUNI AIRPORT
725500	14942	KOMA	EPPLEY AIRFIELD AIRPORT
725510	14939	KLNK	LINCOLN MUNICIPAL AIRPORT
725512	14989	KJYR	YORK MUNICIPAL AIRPORT
725515	94947	KBIE	BEATRICE MUNICIPAL AIRPORT
725520	14935	KGRI	CENTRAL NEBRASKA REGIONAL AIRPORT
725524	94958	KODX	EVELYN SHARP FIELD AIRPORT
725525	94949	KHSI	HASTINGS MUNICIPAL AIRPORT
725526	14905	KEAR	KEARNEY MUNICIPAL AIRPORT
725527	94978	KTQE	TEKAMAH MUNICIPAL AIRPORT
725532	14942	KOMA	OMAHA EPPLEY AIRFIELD
725533	94957	KFNB	BRENNER FIELD AIRPORT
725540	14949	KOFF	OFFUTT AFB AIRPORT
725541	4993	KAFK	NEBRASKA CITY MUNI AIRPORT
725560	14941	KOFK	KARL STEFAN MEMORIAL AIRPORT
725564	4924	KFET	FREMONT MUNICIPAL AIRPORT
725565	94951	KOLU	COLUMBUS MUNICIPAL AIRPORT
725566	4957	KONL	THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT
725610	24030	KSNY	SIDNEY MUNICIPAL AIRPORT
725621	94063	KOGA	SEARLE FIELD AIRPORT
725624	14994	KLXN	JIM KELLY FIELD AIRPORT
725625	94040	KMCK	MC COOK MUNICIPAL AIRPORT
725626	24091	KIML	IMPERIAL MUNICIPAL AIRPORT
725628	4935	KHDE	BREWSTER FIELD AIRPORT
725635	24044	KAIA	ALLIANCE MUNICIPAL AIRPORT
725636	24017	KCDR	CHADRON MUNICIPAL AIRPORT
725640	24018	KCYS	CHEYENNE AIRPORT
725645	24022	KLAR	LARAMIE REGIONAL AIRPORT
725650	3017	KDEN	DENVER INTERNATIONAL AIRPORT
725670	24032	KVTN	MILLER FIELD AIRPORT
725686	94057	KDGW	CONVERSE COUNTY AIRPORT
725700	24046	KCAG	CRAIG-MOFFAT AIRPORT
725705	94030	KVEL	VERNAL AIRPORT
725710	94025	KHDN	YAMPA VALLEY AIRPORT
725720	24127	KSLC	SALT LAKE CITY INTERNATIONAL AIRPORT
725724	24174	KPVU	PROVO MUNICIPAL AIRPORT
725750	24126	KOGD	OGDEN-HINCKLEY AIRPORT
725755	24101	KHIF	HILL AFB AIRPORT
725760	24021	KLND	HUNT FIELD AIRPORT
725776	24166	KJAC	JACKSON HOLE AIRPORT
725780	24156	KPIH	POCATELLO REGIONAL AIRPORT
725786	24151	KMLD	MALAD CITY AIRPORT
725805	24172	KLOL	DERBY FIELD AIRPORT
725810	24193	KENV	WENDOVER AIRPORT
725825	24121	KEKO	ELKO REGIONAL AIRPORT
725830	24128	KWMC	WINNEMUCCA MUNICIPAL AIRPORT
725835	24119	KBAM	BATTLE MOUNTAIN AIRPORT
725846	93201	KTRK	TRUCKEE-TAHOE AIRPORT
725847	93230	KTVL	LAKE TAHOE AIRPORT
725850	93228	KHWD	HAYWARD EXECUTIVE AIRPORT
725865	94161	KSUN	FRIEDMAN MEMORIAL AIRPORT
725867	24133	KBYI	BURLEY MUNICIPAL AIRPORT
725868	94184	KU78	ALLEN H TIGERT AIRPORT
725895	94236	KLMT	KLAMATH FALLS AIRPORT
725905	23275	KUKI	UKIAH MUNICIPAL AIRPORT
725920	24257	KRDD	REDDING MUNICIPAL AIRPORT
725930	23233	KSNS	SALINAS MUNICIPAL AIRPORT
725945	24283	KACV	ARCATA AIRPORT
725955	24259	KSIY	SISKIYOU COUNTY AIRPORT
725958	94299	KAAT	ALTURAS MUNICIPAL AIRPORT
725970	24225	KMFR	ROGUE VALLEY INTL-MEDFORD AIRPORT
725976	94285	KLKV	LAKE COUNTY AIRPORT
726050	14745	KCON	CONCORD MUNICIPAL AIRPORT
726055	4743	KPSM	PEASE INTERNATIONAL TRADEPORT AIRPORT
726056	54791	KDAW	SKYHAVEN AIRPORT
726064	64709	KSFM	SANFORD REGIONAL AIRPORT
726071	14606	KBGR	BANGOR AIRPORT
726116	94765	KLEB	LEBANON MUNICIPAL AIRPORT
726155	54736	KLCI	LACONIA MUNICIPAL AIRPORT
726160	94700	KBML	BERLIN MUNICIPAL AIRPORT
726165	94721	KEEN	DILLANT-HOPKINS AIRPORT
726166	54781	KDDH	W. H. MORSE STATE AIRPORT
726170	14742	KBTV	BURLINGTON INTERNATIONAL AIRPORT
726185	14605	KAUG	AUGUSTA STATE AIRPORT
726225	64776	KPBG	PLATTSBURGH INTERNATIONAL AIRPORT
726227	94790	KART	WATERTOWN INTL AIRPORT
726350	94860	KGRR	GERALD R FORD INTERNATIONAL AIRPORT
726358	384	KMGC	MICHIGAN CITY MUNICIPAL AIRPORT PHILLIPS FIELD
726358	99999	KMGC	MICHIGAN CITY MUNICIPAL AIRPORT
726360	14840	KMKG	MUSKEGON COUNTY AIRPORT
726364	4883	KLDM	MASON COUNTY AIRPORT
726370	14826	KFNT	BISHOP INTERNATIONAL AIRPORT
726375	94817	KPTK	OAKLAND CO. INTNL AIRPORT
726379	14845	KMBS	MBS INTERNATIONAL AIRPORT
726380	94814	KHTL	ROSCOMMON COUNTY AIRPORT
726384	14817	KCAD	WEXFORD COUNTY AIRPORT
726387	14850	KTVC	CHERRY CAPITAL AIRPORT
726390	94849	KAPN	ALPENA COUNTY REGIONAL AIRPORT
726394	4874	KERY	LUCE COUNTY AIRPORT
726395	14808	KOSC	OSCODA-WURTSMITH AIRPORT
726405	94869	KMWC	LAWRENCE J TIMMERMAN AIRPORT
726409	4897	KUES	WAUKESHA COUNTY AIRPORT
726410	14837	KMSN	DANE CO REGIONAL-TRUAX FIELD AIRPORT
726414	4873	KEFT	MONROE MUNICIPAL AIRPORT
726415	94854	KJVL	ROCK COUNTY AIRPORT
726417	54911	KMDZ	TAYLOR COUNTY AIRPORT
726418	54912	KOEO	L.O. SIMENSTAD MUNICIPAL AIRPORT
726424	94818	KRAC	JOHN H BATTEN AIRPORT
726425	4841	KSBM	SHEBOYGAN CO MEMO AIRPORT
726427	54908	KSUW	RICHARD I BONG AIRPORT
726430	14920	KLSE	LA CROSSE MUNICIPAL AIRPORT
726436	94930	KVOK	VOLK FIELD AIRPORT
726437	94940	KCMY	SPARTA/FORT MC COY AIRPORT
726438	94994	KOVS	BOSCOBEL AIRPORT
726440	14925	KRST	ROCHESTER INTERNATIONAL AIRPORT
726449	4891	KRRL	MERRILL MUNICIPAL AIRPORT
726455	94897	KMTW	MANITOWOC COUNTY AIRPORT
726456	94855	KOSH	WHITTMAN REGIONAL AIRPORT
726457	4825	KATW	OUTAGAMIE CO RGNL AIRPORT
726458	4824	KSUE	DOOR CO CHERRYLAND AIRPORT
726463	14897	KAUW	WAUSAU DOWNTOWN AIRPORT
726464	54834	KRYV	WATERTOWN MUNICIPAL AIRPORT
726465	94890	KCWA	CENTRAL WISCONSIN AIRPORT
726466	54917	KAQP	APPLETON MUNICIPAL AIRPORT
726467	54909	KRPD	RICE LAKE REGIONAL-CARL'S FIELD AIRPORT
726468	54913	KPBH	PRICE COUNTY AIRPORT
726480	94853	KESC	DELTA COUNTY AIRPORT
726499	94971	KEST	ESTHERVILLE MUNI AIRPORT
726500	14972	KSPW	SPENCER MUNICIPAL AIRPORT
726502	54832	KCLI	CLINTONVILLE MUNICIPAL AIRPORT
726503	54833	KDLL	BARABOO WISCONSIN DELLS AIRPORT
726504	54838	KEGV	EAGLE RIVER UNION AIRPORT
726505	4845	KENW	KENOSHA REGIONAL AIRPORT
726506	4840	KFLD	FOND DU LAC COUNTY AIRPORT
726507	54907	KMRJ	IOWA COUNTY AIRPORT
726508	94973	KHYR	SAWYER COUNTY AIRPORT
726509	4898	KUNU	DODGE COUNTY AIRPORT
726510	14944	KFSD	JOE FOSS FIELD AIRPORT
726514	94032	KCUT	CUSTER COUNTY AIRPORT
726516	24024	KPHP	PHILIP AIRPORT
726517	94039	KIEN	PINE RIDGE AIRPORT
726518	94990	KICR	WINNER REGIONAL AIRPORT
726519	94993	K8D3	SISSETON MUNICIPAL AIRPORT
726530	94943	K9V9	CHAMBERLAIN MUNI AIRPORT
726539	94056	KD07	FAITH MUNICIPAL AIRPORT
726540	14936	KHON	HURON REGIONAL AIRPORT
726544	4958	KORB	ORR REGIONAL AIRPORT
726545	94950	KMHE	MITCHELL MUNICIPAL AIRPORT
726547	4931	KGHW	GLENWOOD MUNICIPAL AIRPORT
726549	54905	KCQM	COOK MUNICIPAL AIRPORT
726550	14926	KSTC	ST CLOUD REGIONAL AIRPORT
