"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2014,6,"OO","SkyWest Airlines Inc.","PSC","Pasco/Kennewick/Richland, WA: Tri Cities",302.00,73.00,27.16,2.85,10.80,0.00,32.19,5.00,0.00,3905.00,1685.00,194.00,293.00,0.00,1733.00,
2014,6,"OO","SkyWest Airlines Inc.","PDX","Portland, OR: Portland International",811.00,105.00,29.28,0.05,22.38,0.00,53.30,14.00,1.00,5721.00,1474.00,4.00,655.00,0.00,3588.00,
2014,6,"OO","SkyWest Airlines Inc.","AVL","Asheville, NC: Asheville Regional",83.00,40.00,9.80,0.00,10.10,0.00,20.10,6.00,0.00,2152.00,535.00,0.00,395.00,0.00,1222.00,
2014,6,"OO","SkyWest Airlines Inc.","CLD","Carlsbad, CA: McClellan-Palomar",202.00,33.00,8.79,0.00,2.51,0.00,21.70,2.00,0.00,1591.00,358.00,0.00,118.00,0.00,1115.00,
2014,6,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",170.00,52.00,19.45,0.69,19.79,0.00,12.07,5.00,0.00,2844.00,1146.00,22.00,678.00,0.00,998.00,
2014,6,"OO","SkyWest Airlines Inc.","SBA","Santa Barbara, CA: Santa Barbara Municipal",618.00,106.00,36.79,1.01,12.70,0.00,55.50,52.00,0.00,6295.00,2649.00,27.00,485.00,0.00,3134.00,
2014,6,"OO","SkyWest Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",562.00,89.00,31.82,2.27,11.64,0.78,42.49,6.00,0.00,4662.00,1800.00,132.00,357.00,14.00,2359.00,
2014,6,"OO","SkyWest Airlines Inc.","BUR","Burbank, CA: Bob Hope",427.00,83.00,33.06,0.00,7.66,0.00,42.28,18.00,0.00,5432.00,2469.00,0.00,367.00,0.00,2596.00,
2014,6,"OO","SkyWest Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",171.00,48.00,18.19,0.97,15.02,0.00,13.82,3.00,3.00,3068.00,1382.00,260.00,598.00,0.00,828.00,
2014,6,"OO","SkyWest Airlines Inc.","LAN","Lansing, MI: Capital Region International",120.00,21.00,8.33,1.56,1.57,0.00,9.54,7.00,0.00,2050.00,836.00,170.00,179.00,0.00,865.00,
2014,6,"OO","SkyWest Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",191.00,27.00,13.72,0.00,6.71,1.00,5.56,2.00,0.00,1447.00,887.00,0.00,148.00,112.00,300.00,
2014,6,"OO","SkyWest Airlines Inc.","ACV","Arcata/Eureka, CA: Arcata",253.00,51.00,16.10,2.17,7.77,0.00,24.96,40.00,1.00,3526.00,1350.00,148.00,317.00,0.00,1711.00,
2014,6,"OO","SkyWest Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",54.00,22.00,7.03,0.59,1.22,0.00,13.16,6.00,0.00,1293.00,427.00,52.00,62.00,0.00,752.00,
2014,6,"OO","SkyWest Airlines Inc.","DLH","Duluth, MN: Duluth International",251.00,78.00,21.50,1.14,12.17,0.00,43.19,18.00,1.00,4940.00,1349.00,165.00,448.00,0.00,2978.00,
2014,6,"OO","SkyWest Airlines Inc.","GRB","Green Bay, WI: Austin Straubel International",27.00,7.00,2.95,0.00,2.22,0.00,1.83,0.00,0.00,254.00,95.00,0.00,52.00,0.00,107.00,
2014,6,"OO","SkyWest Airlines Inc.","MSO","Missoula, MT: Missoula International",290.00,33.00,9.82,0.18,6.42,0.00,16.59,2.00,1.00,1606.00,423.00,34.00,185.00,0.00,964.00,
2014,6,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Outagamie County Regional",119.00,24.00,5.88,0.00,3.91,0.00,14.21,7.00,1.00,2089.00,756.00,0.00,339.00,0.00,994.00,
2014,6,"OO","SkyWest Airlines Inc.","LGB","Long Beach, CA: Long Beach Airport",214.00,20.00,14.39,0.00,2.81,0.44,2.35,2.00,1.00,1089.00,919.00,0.00,68.00,7.00,95.00,
2014,6,"OO","SkyWest Airlines Inc.","YUM","Yuma, AZ: Yuma MCAS/Yuma International",258.00,22.00,10.16,0.00,2.58,0.91,8.35,5.00,0.00,825.00,392.00,0.00,53.00,29.00,351.00,
2014,6,"OO","SkyWest Airlines Inc.","DRO","Durango, CO: Durango La Plata County",36.00,4.00,1.93,0.00,1.07,0.00,1.00,0.00,0.00,252.00,205.00,0.00,22.00,0.00,25.00,
2014,6,"OO","SkyWest Airlines Inc.","HLN","Helena, MT: Helena Regional",142.00,18.00,6.05,1.99,0.83,0.00,9.13,1.00,0.00,1036.00,266.00,180.00,33.00,0.00,557.00,
2014,6,"OO","SkyWest Airlines Inc.","CMH","Columbus, OH: Port Columbus International",80.00,44.00,12.57,0.00,10.48,0.00,20.95,7.00,0.00,2300.00,738.00,0.00,341.00,0.00,1221.00,
2014,6,"OO","SkyWest Airlines Inc.","CIU","Sault Ste. Marie, MI: Chippewa County International",17.00,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,255.00,96.00,0.00,64.00,0.00,95.00,
2014,6,"OO","SkyWest Airlines Inc.","MOT","Minot, ND: Minot International",121.00,31.00,8.09,0.00,9.87,0.00,13.05,4.00,0.00,2114.00,746.00,0.00,287.00,0.00,1081.00,
2014,6,"OO","SkyWest Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",134.00,55.00,17.71,0.99,17.68,0.00,18.62,7.00,0.00,3656.00,1487.00,122.00,733.00,0.00,1314.00,
2014,6,"OO","SkyWest Airlines Inc.","TVC","Traverse City, MI: Cherry Capital",10.00,4.00,2.85,0.00,0.30,0.00,0.85,0.00,0.00,412.00,312.00,0.00,23.00,0.00,77.00,
2014,6,"OO","SkyWest Airlines Inc.","RAP","Rapid City, SD: Rapid City Regional",238.00,46.00,14.42,0.99,11.04,0.00,19.55,8.00,4.00,2232.00,711.00,62.00,331.00,0.00,1128.00,
2014,6,"OO","SkyWest Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",185.00,26.00,7.77,0.87,6.99,0.00,10.36,3.00,0.00,1088.00,291.00,109.00,235.00,0.00,453.00,
2014,6,"OO","SkyWest Airlines Inc.","LAS","Las Vegas, NV: McCarran International",615.00,91.00,35.26,0.00,11.36,0.88,43.51,3.00,1.00,5211.00,2555.00,0.00,295.00,22.00,2339.00,
2014,6,"OO","SkyWest Airlines Inc.","BIL","Billings, MT: Billings Logan International",100.00,8.00,4.61,0.00,3.39,0.00,0.00,1.00,0.00,262.00,175.00,0.00,87.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",475.00,160.00,47.33,7.03,25.96,0.34,79.33,19.00,4.00,11031.00,3080.00,742.00,1352.00,8.00,5849.00,
2014,6,"OO","SkyWest Airlines Inc.","SUN","Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",82.00,8.00,4.24,0.82,0.86,0.00,2.09,1.00,1.00,415.00,156.00,54.00,35.00,0.00,170.00,
2014,6,"OO","SkyWest Airlines Inc.","JAC","Jackson, WY: Jackson Hole",97.00,29.00,9.49,4.08,5.77,0.00,9.66,1.00,0.00,1166.00,226.00,298.00,176.00,0.00,466.00,
2014,6,"OO","SkyWest Airlines Inc.","PLN","Pellston, MI: Pellston Regional Airport of Emmet County",77.00,11.00,4.00,1.00,1.00,0.00,5.00,0.00,0.00,568.00,199.00,125.00,64.00,0.00,180.00,
2014,6,"OO","SkyWest Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",166.00,49.00,19.29,0.22,6.90,0.00,22.60,5.00,1.00,3051.00,1520.00,10.00,237.00,0.00,1284.00,
2014,6,"OO","SkyWest Airlines Inc.","LWS","Lewiston, ID: Lewiston Nez Perce County",60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","SBP","San Luis Obispo, CA: San Luis County Regional",390.00,49.00,19.66,0.00,5.77,0.00,23.57,24.00,1.00,2577.00,1080.00,0.00,168.00,0.00,1329.00,
2014,6,"OO","SkyWest Airlines Inc.","SBN","South Bend, IN: South Bend International",363.00,86.00,22.30,0.68,15.63,0.00,47.39,18.00,3.00,6007.00,1580.00,56.00,649.00,0.00,3722.00,
2014,6,"OO","SkyWest Airlines Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",124.00,38.00,13.44,0.00,3.24,0.00,21.32,11.00,0.00,2118.00,790.00,0.00,203.00,0.00,1125.00,
2014,6,"OO","SkyWest Airlines Inc.","MCI","Kansas City, MO: Kansas City International",204.00,74.00,27.49,0.00,12.61,0.00,33.90,3.00,2.00,4617.00,1707.00,0.00,505.00,0.00,2405.00,
2014,6,"OO","SkyWest Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","DIK","Dickinson, ND: Dickinson - Theodore Roosevelt Regional",60.00,10.00,2.88,0.00,2.46,0.00,4.67,1.00,1.00,693.00,133.00,0.00,81.00,0.00,479.00,
2014,6,"OO","SkyWest Airlines Inc.","STL","St. Louis, MO: Lambert-St. Louis International",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","MIA","Miami, FL: Miami International",57.00,36.00,15.16,0.72,14.72,0.00,5.39,1.00,1.00,2068.00,951.00,81.00,587.00,0.00,449.00,
2014,6,"OO","SkyWest Airlines Inc.","TPA","Tampa, FL: Tampa International",23.00,2.00,1.39,0.00,0.61,0.00,0.00,1.00,0.00,99.00,81.00,0.00,18.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",22.00,6.00,3.94,0.00,1.25,0.00,0.81,1.00,0.00,342.00,163.00,0.00,92.00,0.00,87.00,
2014,6,"OO","SkyWest Airlines Inc.","DAL","Dallas, TX: Dallas Love Field",17.00,8.00,2.16,0.75,1.56,0.00,3.54,3.00,0.00,698.00,164.00,221.00,84.00,0.00,229.00,
2014,6,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",36.00,18.00,11.06,0.00,5.01,0.00,1.93,0.00,0.00,1059.00,640.00,0.00,204.00,0.00,215.00,
2014,6,"OO","SkyWest Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",5.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,26.00,
2014,6,"OO","SkyWest Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",11.00,4.00,1.05,0.58,0.73,0.00,1.64,0.00,0.00,252.00,62.00,65.00,40.00,0.00,85.00,
2014,6,"OO","SkyWest Airlines Inc.","PIA","Peoria, IL: General Downing - Peoria International",30.00,11.00,1.26,0.00,0.85,0.00,8.90,6.00,0.00,783.00,28.00,0.00,68.00,0.00,687.00,
2014,6,"OO","SkyWest Airlines Inc.","MTJ","Montrose/Delta, CO: Montrose Regional",28.00,6.00,0.45,0.00,3.15,0.00,2.40,2.00,0.00,308.00,49.00,0.00,140.00,0.00,119.00,
2014,6,"OO","SkyWest Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",22.00,6.00,3.88,0.00,2.12,0.00,0.00,0.00,0.00,204.00,127.00,0.00,77.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","MAF","Midland/Odessa, TX: Midland International",126.00,27.00,8.64,1.74,7.45,0.00,9.17,2.00,0.00,1652.00,700.00,127.00,335.00,0.00,490.00,
2014,6,"OO","SkyWest Airlines Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",22.00,5.00,3.55,0.00,0.16,0.00,1.29,1.00,0.00,270.00,208.00,0.00,9.00,0.00,53.00,
2014,6,"OO","SkyWest Airlines Inc.","BDL","Hartford, CT: Bradley International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",40.00,25.00,8.47,1.49,5.61,0.00,9.44,2.00,0.00,1777.00,605.00,131.00,470.00,0.00,571.00,
2014,6,"OO","SkyWest Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",53.00,27.00,4.97,0.00,8.96,0.00,13.08,3.00,0.00,1915.00,542.00,0.00,354.00,0.00,1019.00,
2014,6,"OO","SkyWest Airlines Inc.","SGF","Springfield, MO: Springfield-Branson National",56.00,24.00,6.72,0.00,7.87,0.00,9.40,4.00,0.00,1560.00,513.00,0.00,331.00,0.00,716.00,
2014,6,"OO","SkyWest Airlines Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20.00,6.00,2.45,0.00,1.39,0.00,2.17,1.00,0.00,450.00,228.00,0.00,71.00,0.00,151.00,
2014,6,"OO","SkyWest Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",103.00,58.00,14.58,1.28,17.98,0.00,24.16,6.00,0.00,3744.00,850.00,93.00,1039.00,0.00,1762.00,
2014,6,"OO","SkyWest Airlines Inc.","MLI","Moline, IL: Quad City International",81.00,39.00,8.61,0.10,10.75,0.00,19.53,9.00,1.00,2422.00,634.00,17.00,516.00,0.00,1255.00,
2014,6,"OO","SkyWest Airlines Inc.","GCC","Gillette, WY: Gillette Campbell County",120.00,16.00,7.50,1.85,3.46,0.00,3.20,1.00,0.00,743.00,358.00,66.00,73.00,0.00,246.00,
2014,6,"OO","SkyWest Airlines Inc.","SGU","St. George, UT: St George Municipal",146.00,12.00,5.66,0.36,0.93,0.00,5.05,0.00,0.00,696.00,207.00,10.00,21.00,0.00,458.00,
2014,6,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",8.00,3.00,0.40,0.00,2.55,0.00,0.05,0.00,0.00,93.00,19.00,0.00,73.00,0.00,1.00,
2014,6,"OO","SkyWest Airlines Inc.","LEX","Lexington, KY: Blue Grass",7.00,4.00,1.08,0.00,1.08,0.00,1.84,0.00,0.00,372.00,102.00,0.00,86.00,0.00,184.00,
2014,6,"OO","SkyWest Airlines Inc.","EAU","Eau Claire, WI: Chippewa Valley Regional",60.00,24.00,4.07,0.00,2.24,0.00,17.69,13.00,0.00,1443.00,215.00,0.00,103.00,0.00,1125.00,
2014,6,"OO","SkyWest Airlines Inc.","PAH","Paducah, KY: Barkley Regional",60.00,27.00,3.60,0.00,5.21,0.00,18.19,2.00,0.00,1832.00,352.00,0.00,303.00,0.00,1177.00,
2014,6,"OO","SkyWest Airlines Inc.","CEC","Crescent City, CA: Jack McNamara Field",81.00,22.00,5.10,0.00,5.59,0.00,11.30,8.00,3.00,1318.00,420.00,0.00,181.00,0.00,717.00,
2014,6,"OO","SkyWest Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",26.00,10.00,3.71,0.00,3.55,0.00,2.73,1.00,1.00,786.00,335.00,0.00,105.00,0.00,346.00,
2014,6,"OO","SkyWest Airlines Inc.","HRL","Harlingen/San Benito, TX: Valley International",4.00,1.00,0.69,0.00,0.31,0.00,0.00,1.00,0.00,16.00,11.00,0.00,5.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","CIC","Chico, CA: Chico Municipal",90.00,23.00,4.82,0.28,4.40,0.00,13.50,21.00,0.00,1227.00,170.00,9.00,132.00,0.00,916.00,
2014,6,"OO","SkyWest Airlines Inc.","OTH","North Bend/Coos Bay, OR: Southwest Oregon Regional",32.00,14.00,1.83,0.00,3.89,0.00,8.28,0.00,1.00,625.00,103.00,0.00,105.00,0.00,417.00,
2014,6,"OO","SkyWest Airlines Inc.","PUB","Pueblo, CO: Pueblo Memorial",51.00,20.00,13.78,0.00,2.01,0.00,4.21,0.00,0.00,1356.00,1035.00,0.00,81.00,0.00,240.00,
2014,6,"OO","SkyWest Airlines Inc.","CMX","Hancock/Houghton, MI: Houghton County Memorial",60.00,23.00,6.99,2.09,2.97,0.00,10.96,5.00,0.00,1727.00,432.00,485.00,127.00,0.00,683.00,
2014,6,"OO","SkyWest Airlines Inc.","DVL","Devils Lake, ND: Devils Lake Regional",41.00,8.00,4.66,0.00,2.32,0.00,1.02,1.00,0.00,563.00,425.00,0.00,96.00,0.00,42.00,
2014,6,"OO","SkyWest Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",111.00,44.00,14.48,0.82,8.80,0.00,19.90,13.00,0.00,2439.00,872.00,73.00,365.00,0.00,1129.00,
2014,6,"OO","SkyWest Airlines Inc.","STC","St. Cloud, MN: St. Cloud Regional",60.00,33.00,7.47,0.00,10.36,0.00,15.17,5.00,0.00,2269.00,690.00,0.00,385.00,0.00,1194.00,
2014,6,"OO","SkyWest Airlines Inc.","MKG","Muskegon, MI: Muskegon County",60.00,24.00,5.76,0.90,3.28,0.00,14.06,6.00,0.00,1312.00,316.00,90.00,104.00,0.00,802.00,
2014,6,"OO","SkyWest Airlines Inc.","LMT","Klamath Falls, OR: Klamath Falls Airport",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","RDD","Redding, CA: Redding Municipal",90.00,17.00,4.41,0.00,2.19,0.00,10.39,21.00,0.00,744.00,188.00,0.00,78.00,0.00,478.00,
2014,6,"OO","SkyWest Airlines Inc.","LAR","Laramie, WY: Laramie Regional",60.00,15.00,2.80,1.32,2.74,0.00,8.14,0.00,0.00,1235.00,309.00,65.00,115.00,0.00,746.00,
2014,6,"OO","SkyWest Airlines Inc.","MOD","Modesto, CA: Modesto City-County-Harry Sham Field",11.00,4.00,1.30,0.00,0.30,0.00,2.40,3.00,0.00,253.00,64.00,0.00,13.00,0.00,176.00,
2014,6,"OO","SkyWest Airlines Inc.","LSE","La Crosse, WI: La Crosse Municipal",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","SPI","Springfield, IL: Abraham Lincoln Capital",90.00,36.00,6.24,0.38,5.84,0.00,23.54,13.00,0.00,2098.00,325.00,37.00,211.00,0.00,1525.00,
2014,6,"OO","SkyWest Airlines Inc.","RKS","Rock Springs, WY: Rock Springs Sweetwater County",150.00,10.00,3.87,1.00,1.13,0.00,4.00,1.00,0.00,581.00,180.00,71.00,34.00,0.00,296.00,
2014,6,"OO","SkyWest Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",3.00,2.00,0.52,0.00,0.21,0.00,1.26,0.00,0.00,93.00,22.00,0.00,9.00,0.00,62.00,
2014,6,"OO","SkyWest Airlines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","SMX","Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",114.00,5.00,2.89,0.00,0.80,0.00,1.31,1.00,0.00,169.00,120.00,0.00,18.00,0.00,31.00,
2014,6,"OO","SkyWest Airlines Inc.","BTM","Butte, MT: Bert Mooney",60.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,39.00,0.00,39.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","CDC","Cedar City, UT: Cedar City Regional",51.00,5.00,0.99,0.00,1.75,0.00,2.26,1.00,0.00,167.00,81.00,0.00,42.00,0.00,44.00,
2014,6,"OO","SkyWest Airlines Inc.","ABR","Aberdeen, SD: Aberdeen Regional",60.00,12.00,5.37,0.00,1.60,0.00,5.03,3.00,0.00,920.00,416.00,0.00,85.00,0.00,419.00,
2014,6,"OO","SkyWest Airlines Inc.","CNY","Moab, UT: Canyonlands Field",52.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,62.00,0.00,0.00,16.00,0.00,46.00,
2014,6,"OO","SkyWest Airlines Inc.","VEL","Vernal, UT: Vernal Regional",51.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00,
2014,6,"OO","SkyWest Airlines Inc.","HIB","Hibbing, MN: Range Regional",52.00,9.00,3.00,0.00,3.35,0.00,2.65,3.00,0.00,348.00,145.00,0.00,92.00,0.00,111.00,
2014,6,"OO","SkyWest Airlines Inc.","WYS","West Yellowstone, MT: Yellowstone",66.00,2.00,0.84,0.00,1.00,0.00,0.16,0.00,1.00,73.00,49.00,0.00,15.00,0.00,9.00,
2014,6,"OO","SkyWest Airlines Inc.","IMT","Iron Mountain/Kingsfd, MI: Ford",56.00,11.00,2.51,1.00,1.79,0.00,5.69,1.00,0.00,566.00,143.00,57.00,57.00,0.00,309.00,
2014,6,"OO","SkyWest Airlines Inc.","RHI","Rhinelander, WI: Rhinelander/Oneida County",85.00,12.00,3.25,0.00,2.50,0.00,6.25,2.00,0.00,1084.00,372.00,0.00,119.00,0.00,593.00,
2014,6,"OO","SkyWest Airlines Inc.","BRD","Brainerd, MN: Brainerd Lakes Regional",74.00,15.00,3.45,2.99,0.86,0.00,7.69,1.00,0.00,893.00,178.00,235.00,29.00,0.00,451.00,
2014,6,"UA","United Air Lines Inc.","BDL","Hartford, CT: Bradley International",106.00,48.00,17.46,3.90,11.33,0.00,15.31,6.00,0.00,4158.00,1264.00,618.00,645.00,0.00,1631.00,
2014,6,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5109.00,1604.00,355.89,53.31,767.92,0.00,426.89,127.00,43.00,107174.00,23279.00,5063.00,44754.00,0.00,34078.00,
2014,6,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",3593.00,812.00,265.86,31.70,244.31,0.00,270.13,44.00,29.00,50125.00,14896.00,2764.00,11324.00,0.00,21141.00,
2014,6,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1079.00,266.00,114.30,7.08,63.58,0.00,81.03,5.00,0.00,15539.00,5581.00,865.00,2577.00,0.00,6516.00,
2014,6,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Honolulu International",506.00,158.00,84.33,0.00,38.14,0.00,35.53,12.00,3.00,10864.00,5743.00,0.00,1501.00,0.00,3620.00,
2014,6,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",3885.00,1043.00,221.46,32.34,449.57,0.00,339.63,43.00,8.00,66183.00,13976.00,2578.00,23401.00,0.00,26228.00,
2014,6,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4702.00,1427.00,409.13,50.73,587.07,0.09,379.99,73.00,10.00,81038.00,22617.00,4346.00,24167.00,7.00,29901.00,
2014,6,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",5215.00,1193.00,368.45,58.14,366.33,0.00,400.07,69.00,31.00,76991.00,22050.00,4665.00,17661.00,0.00,32615.00,
2014,6,"UA","United Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",309.00,73.00,36.28,2.62,8.33,0.00,25.76,5.00,2.00,4814.00,2118.00,268.00,324.00,0.00,2104.00,
2014,6,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1805.00,455.00,158.48,18.40,124.03,0.00,154.09,26.00,3.00,27792.00,10081.00,1435.00,6230.00,0.00,10046.00,
2014,6,"UA","United Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",298.00,77.00,20.79,2.91,22.90,0.00,30.40,1.00,1.00,5251.00,963.00,609.00,1100.00,0.00,2579.00,
2014,6,"UA","United Air Lines Inc.","GEG","Spokane, WA: Spokane International",56.00,15.00,3.50,0.65,0.59,0.00,10.27,2.00,0.00,950.00,142.00,15.00,26.00,0.00,767.00,
2014,6,"UA","United Air Lines Inc.","GUM","Guam, TT: Guam International",30.00,11.00,6.07,0.00,2.18,0.00,2.75,0.00,0.00,530.00,264.00,0.00,54.00,0.00,212.00,
2014,6,"UA","United Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",251.00,57.00,21.55,3.26,11.89,0.00,20.30,3.00,0.00,3399.00,1198.00,143.00,452.00,0.00,1606.00,
2014,6,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",77.00,28.00,10.94,1.56,4.10,0.00,11.39,0.00,1.00,1205.00,513.00,42.00,126.00,0.00,524.00,
2014,6,"UA","United Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",89.00,35.00,12.16,1.05,9.07,0.00,12.72,0.00,0.00,2340.00,564.00,182.00,495.00,0.00,1099.00,
2014,6,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",3054.00,1020.00,355.61,20.03,330.01,0.00,314.34,38.00,3.00,57879.00,19314.00,2079.00,12895.00,0.00,23591.00,
2014,6,"UA","United Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",483.00,129.00,39.35,4.39,49.70,0.00,35.55,11.00,8.00,5747.00,1601.00,363.00,1911.00,0.00,1872.00,
2014,6,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",1126.00,321.00,99.18,14.86,94.20,0.00,112.76,13.00,1.00,18736.00,5709.00,973.00,4572.00,0.00,7482.00,
2014,6,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",674.00,259.00,46.33,5.24,152.56,0.00,54.87,20.00,6.00,16912.00,2166.00,498.00,9790.00,0.00,4458.00,
2014,6,"UA","United Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",726.00,153.00,53.90,10.89,22.56,0.00,65.66,4.00,2.00,11214.00,3229.00,1232.00,1624.00,0.00,5129.00,
2014,6,"UA","United Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",49.00,16.00,6.66,1.60,2.84,0.00,4.90,3.00,0.00,1258.00,330.00,264.00,189.00,0.00,475.00,
2014,6,"UA","United Air Lines Inc.","MCO","Orlando, FL: Orlando International",1056.00,273.00,99.25,8.29,64.75,0.00,100.71,6.00,8.00,17255.00,5559.00,659.00,2704.00,0.00,8333.00,
2014,6,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",396.00,134.00,50.12,3.47,31.39,0.00,49.02,2.00,0.00,8109.00,2607.00,438.00,1468.00,0.00,3596.00,
2014,6,"UA","United Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",115.00,21.00,9.18,0.37,1.54,0.00,9.91,0.00,1.00,1223.00,341.00,30.00,49.00,0.00,803.00,
2014,6,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1027.00,312.00,136.85,10.99,63.28,0.00,100.89,8.00,0.00,18866.00,6275.00,1443.00,2645.00,0.00,8503.00,
2014,6,"UA","United Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",400.00,112.00,33.47,3.63,60.55,0.00,14.35,2.00,1.00,7020.00,2072.00,165.00,3144.00,0.00,1639.00,
2014,6,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",512.00,121.00,46.05,4.97,29.35,0.00,40.63,4.00,3.00,7460.00,2683.00,275.00,1382.00,0.00,3120.00,
2014,6,"UA","United Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",318.00,93.00,32.69,1.29,14.67,0.00,44.36,3.00,2.00,5859.00,2123.00,82.00,552.00,0.00,3102.00,
